6081.0000 20.5076 284.2566 20.1568 288.5060	55.8387
6082.0000 -3.2242 354.3239 -3.5657 344.7954	1204.3477
6088.0000 7.3660 300.1110 7.1561 304.1379	59.4722
6091.0000 -15.4950 12.6729 -15.8029 8.5313	158.9519
6093.0000 -14.6285 119.0254 -15.2362 110.6854	795.3675
6095.0000 17.0052 233.6878 16.6858 237.8537	55.0496
6097.0000 14.8479 70.7934 14.5493 74.9171	55.0496
6100.0000 -7.2025 221.3660 -7.4160 217.2822	164.6693
6105.0000 16.5300 147.5981 16.2150 151.7541	155.5147
6110.0000 18.8565 137.3960 18.4115 142.9686	301.6600
6138.0000 -5.0896 195.9029 -5.4245 188.3776	666.1033
6158.0000 21.7838 228.9328 21.4222 233.2173	55.0496
6159.0000 -3.7864 240.2833 -3.9393 236.2771	102.5138
6162.0000 11.5839 330.6930 11.3203 334.7655	59.8674
6166.0000 16.0240 340.0172 15.6498 345.0255	245.1818
6167.0000 10.9060 194.3162 10.6505 198.3796	126.6637
6167.0000 5.0689 121.0268 4.8950 125.0383	109.8147
6168.0000 -13.1487 263.7147 -13.6972 255.8257	707.0292
6185.0000 20.0712 205.8482 19.4608 213.3195	577.8609
6210.0000 -11.6936 82.7811 -12.1202 76.3040	453.9951
6218.0000 -13.7147 53.3663 -14.0044 49.2572	118.6143
6227.0000 9.8252 153.5798 9.5104 158.8451	289.1131
6231.0000 10.2695 50.4537 9.7475 59.0439	893.5677
6233.0000 19.3023 294.3129 18.9562 298.6026	165.7253
6240.0000 -3.3904 117.0039 -3.5353 112.9993	126.9680
6241.0000 -11.7065 143.3649 -11.8154 141.7027	52.6303
6242.0000 7.9606 -2.8500 7.3617 8.3481	1943.5412
6242.0000 -18.8960 357.8570 -19.7819 346.9231	1532.1815
6251.0000 17.3953 222.8081 16.9672 228.3462	302.8129
6254.0000 -8.6527 331.8277 -8.9969 325.8142	391.8775
6255.0000 8.3127 65.9556 8.0898 69.9906	60.8931
6256.0000 -9.0023 136.7686 -9.2375 132.7243	77.6708
6262.0000 -9.3673 297.4478 -9.6436 292.7879	219.7725
6262.0000 13.5527 123.8358 13.1241 130.0184	403.6765
6271.0000 -11.3847 241.2258 -11.6489 237.1526	70.7158
6272.0000 -15.0555 135.8150 -15.3590 131.6816	55.8564
6280.0000 -4.0500 220.4690 -4.2083 216.4616	130.6035
6281.0000 6.8642 280.9096 6.6047 286.0750	281.2105
6297.0000 -9.0627 34.1119 -9.3100 29.8740	177.4657
6300.0000 -18.2820 357.6168 -19.1195 347.1447	1363.9703
6304.0000 -13.8242 265.0148 -14.1152 260.9036	76.3088
6304.0000 -13.5551 127.5392 -13.8432 123.4330	93.0032
6306.0000 -12.5533 232.7238 -12.8307 228.6336	87.6252
6307.0000 4.6942 193.5422 4.5269 197.5515	81.8990
6309.0000 10.3585 121.0590 10.2566 122.7135	52.6303
6312.0000 20.0032 261.6449 19.6567 265.8812	75.9473
6314.0000 6.9813 74.1120 6.7770 78.1357	157.6206
6314.0000 -9.7094 100.8202 -9.8078 99.1821	52.0280
6319.0000 11.0139 355.6399 10.9088 357.2977	52.6303
6320.0000 16.4428 76.8178 16.0098 82.5534	331.2225
6323.0000 -11.3229 278.9831 -11.6360 274.1502	235.4289
6325.0000 14.2827 24.9954 13.9623 29.5007	196.3435
6327.0000 13.9013 277.9156 13.4346 284.5738	476.1435
6335.0000 -20.6954 9.9405 -21.0508 5.6765	151.2618
6336.0000 4.3364 155.5533 4.1757 159.5610	110.2618
6337.0000 -20.8167 50.6523 -20.9617 48.9135	52.6303
6338.0000 4.1161 267.9712 4.0524 269.5914	52.0280
6346.0000 4.4359 218.4404 4.2734 222.4486	99.0388
6348.0000 11.3137 176.4409 11.2072 178.1003	52.6303
6349.0000 18.6325 160.6955 18.4958 162.4100	52.6303
6353.0000 15.5925 -2.0449 15.2866 2.0928	92.7518
6354.0000 -12.7156 310.3180 -12.9948 306.2251	82.4671
6358.0000 -6.8954 342.9818 -7.1203 338.5901	194.6964
6359.0000 9.5293 142.2389 9.2897 146.2983	160.5519
6359.0000 -9.4155 29.8777 -9.9522 20.9056	998.7508
6362.0000 -19.4312 200.9658 -20.0526 193.3568	603.0536
6364.0000 10.3147 49.8664 10.2130 51.5207	52.6303
6365.0000 -19.0904 44.8631 -19.4319 40.6413	106.8949
6365.0000 10.6238 244.6889 10.5206 246.3448	52.6303
6366.0000 8.6546 105.0959 8.5622 106.7290	52.0280
6398.0000 19.6015 323.9816 19.2585 328.2076	110.3024
6407.0000 -12.6545 55.4292 -12.7677 53.7612	52.6303
6411.0000 -16.1753 6.8108 -16.5452 1.9285	230.1548
6414.0000 -16.6232 203.2532 -16.9420 199.0886	65.6803
6417.0000 -5.9181 171.7383 -6.1091 167.7207	114.5414
6423.0000 3.8034 236.9370 3.7422 238.5568	52.0280
6427.0000 -14.6568 354.6770 -14.9563 350.5512	117.5684
6428.0000 -18.1140 136.9737 -18.4468 132.7760	110.1940
6433.0000 19.5155 331.2918 19.1731 335.5157	83.8587
6436.0000 -19.4998 118.1998 -19.8737 113.6155	191.4433
6437.0000 -3.1645 247.9769 -3.3044 243.9730	70.1722
6440.0000 -18.2694 133.1888 -18.4053 131.4765	52.6303
6450.0000 11.6396 157.8633 11.3756 161.9365	90.6606
6452.0000 -7.9664 172.9985 -8.0555 171.3677	52.0280
6454.0000 -20.4749 323.9051 -20.6187 322.1700	52.6303
6458.0000 -15.2175 21.3413 -15.5227 17.2051	114.0937
6458.0000 -10.5448 212.0568 -10.8031 207.9319	165.1735
6464.0000 17.2536 162.6265 16.9318 166.7978	122.8199
6468.0000 -13.9290 274.2982 -14.3406 268.5125	345.0567
6483.0000 10.9246 248.4103 10.6562 252.6747	178.1151
6489.0000 3.4449 346.8669 3.3018 350.8713	116.1337
6492.0000 -17.7460 36.4626 -17.8799 34.7553	52.6303
6500.0000 -13.0031 3.2477 -13.2852 -0.8496	150.2956
6501.0000 -20.5627 157.8749 -20.9171 153.6146	157.5334
6510.0000 -13.1003 167.5537 -13.3834 163.4546	58.9263
6511.0000 2.8297 310.5095 2.7001 314.5119	126.5774
6511.0000 8.5694 317.2127 8.3430 321.2502	56.8010
6513.0000 -15.5657 36.4808 -16.0728 29.6901	487.3798
6514.0000 5.7824 194.3348 5.5966 198.3504	61.0441
6516.0000 -5.4319 45.3646 -5.7283 38.8959	469.2181
6517.0000 -11.9906 286.3086 -12.4677 279.1533	568.7408
6517.0000 11.9545 24.7740 11.6868 28.8514	61.5017
6523.0000 19.6474 46.9579 19.3040 51.1851	125.2926
6525.0000 3.0197 282.7605 2.8858 286.7636	68.1369
6526.0000 -10.6327 85.0188 -10.9614 79.7963	281.7278
6529.0000 6.9973 280.6838 6.9142 282.3110	52.0280
6531.0000 19.1087 23.6760 18.7700 27.8897	118.6143
6532.0000 13.5493 100.6884 13.1320 106.7065	379.8320
6537.0000 -11.4992 65.7546 -11.6071 64.0936	52.6303
6538.0000 -12.6272 204.5466 -12.9055 200.4551	83.5230
6543.0000 5.1526 329.8857 4.9381 334.8032	253.3030
6544.0000 12.4316 33.8861 11.8818 42.1544	800.2294
6548.0000 14.5342 222.2889 14.1099 228.2189	364.0934
6555.0000 -14.2051 118.2849 -14.5000 114.1672	62.3058
6557.0000 15.5073 3.4893 15.0409 9.8289	419.3416
6560.0000 11.6308 215.6260 11.1303 223.3834	691.5124
6561.0000 16.2275 182.9621 15.9156 187.1120	54.7659
6566.0000 18.5221 2.0415 18.0276 8.2814	390.8974
6571.0000 14.1510 172.3342 13.6313 179.6954	598.4070
6576.0000 10.9558 307.5909 10.6995 311.6550	56.1092
6578.0000 -11.4304 170.3657 -11.6951 166.2918	130.4807
6581.0000 -11.8850 27.3481 -12.3151 20.8661	454.0763
6581.0000 -19.1878 118.2524 -19.5302 114.0283	87.4728
6582.0000 -9.0167 207.4042 -9.2519 203.3599	65.5113
6583.0000 10.3176 304.3307 10.0692 308.3871	56.1092
6588.0000 -7.6145 192.8106 -7.8310 188.7798	103.6941
6594.0000 5.7151 9.3554 5.4430 15.2938	386.5638
6598.0000 -12.6918 229.4784 -12.9706 225.3859	133.8930
6604.0000 3.6824 96.3471 3.5344 100.3525	131.7178
6607.0000 8.3276 342.3112 8.1043 346.3464	55.3732
6608.0000 -11.7538 244.9248 -12.0222 240.8463	110.5960
6612.0000 -16.1317 322.5731 -16.5716 316.7650	340.2177
6612.0000 17.0520 219.5914 16.7320 223.7583	64.4750
6614.0000 -10.4440 162.4900 -10.7030 158.3350	168.0831
6624.0000 -11.1351 177.7520 -11.5323 171.5835	408.2594
6628.0000 19.1972 286.5546 18.8576 290.7704	62.4214
6632.0000 17.4662 44.3567 17.1424 48.5327	145.9772
6635.0000 21.1714 79.2731 20.5887 86.2610	487.6853
6642.0000 -7.0406 254.4462 -7.2489 250.4203	98.5349
6643.0000 15.8317 248.9050 15.5235 253.0472	101.4015
6644.0000 2.1445 220.3300 1.9851 226.0264	354.7118
6655.0000 -15.9537 129.9545 -16.2660 125.8037	109.4265
6658.0000 9.5408 33.8002 9.0612 41.9720	794.7732
6672.0000 11.9546 70.0871 11.6870 74.1645	141.1037
6680.0000 6.7050 245.6090 6.2024 255.8230	1447.9463
6696.0000 7.7262 114.1726 7.5112 118.2024	124.3033
6707.0000 -12.0542 360.5944 -12.3673 355.8952	219.6969
6707.0000 19.7211 33.1376 19.3771 37.3667	122.9424
6726.0000 11.7153 166.5221 11.4168 171.1161	209.7865
6726.0000 11.1968 152.3482 10.9147 156.7801	194.0881
6728.0000 -12.7746 297.6609 -13.0544 293.5671	56.1092
6735.0000 -11.6818 294.7260 -12.0083 289.7564	249.9983
6740.0000 -8.4820 361.8824 -8.7104 357.8436	108.4831
6744.0000 1.8088 281.2441 1.7056 285.2446	78.6446
6746.0000 10.3097 253.0536 10.0021 258.0800	259.6283
6746.0000 -3.5236 265.6037 -3.6713 261.5984	78.7519
6751.0000 -8.2901 337.6111 -8.5158 333.5741	125.2790
6758.0000 -11.7075 256.6065 -12.0876 250.8335	350.0739
6758.0000 -12.0421 151.1219 -12.3137 147.0392	159.1631
6764.0000 -3.7817 330.8844 -3.9424 326.6784	178.2994
6766.0000 -5.4339 140.2742 -5.6170 136.2598	55.3732
6766.0000 10.5043 135.9678 10.2535 140.0263	56.1092
6767.0000 -11.0043 124.5221 -11.2641 120.4540	97.3567
6769.0000 13.3529 180.8243 13.0548 185.1427	179.7778
6774.0000 -2.1568 209.7492 -2.2726 205.7477	55.3732
6775.0000 -19.6120 22.3635 -19.9584 18.1286	56.1092
6777.0000 -16.5505 350.4296 -16.8687 346.2664	63.8303
6788.0000 12.9521 286.2011 12.6735 290.2932	125.8555
6798.0000 15.3907 32.5347 15.0870 36.6685	148.2957
6826.0000 5.9300 205.5897 5.7419 209.6060	120.6167
6832.0000 6.9176 81.8307 6.5462 89.2247	635.5420
6838.0000 16.3576 84.1569 16.0034 88.8547	211.3707
6838.0000 -11.8625 15.7559 -12.2093 10.5170	281.1120
6840.0000 -13.2632 345.6902 -13.5483 341.5886	122.2440
6840.0000 6.5513 66.2348 6.3535 70.2554	141.3136
6841.0000 -4.8593 183.9598 -5.0325 179.9486	151.1427
6849.0000 -10.1163 3.9927 -10.5447 -2.9544	539.0141
6889.0000 -8.0686 144.1664 -8.5952 134.7089	1155.6859
6917.0000 16.2851 174.8494 15.9725 179.0004	130.5944
6921.0000 21.0313 334.7974 20.6758 339.0609	56.1092
6929.0000 12.5207 289.0844 12.2047 293.8016	221.3410
6942.0000 13.1096 31.2664 12.5939 38.8294	643.4759
6942.0000 -17.6690 92.3634 -17.9977 88.1756	79.9495
6943.0000 11.9980 164.2374 11.7300 168.3154	85.6630
6945.0000 -10.0288 66.6308 -10.2864 62.4195	173.8432
6947.0000 8.3504 34.3463 7.8482 43.4863	1058.1979
6949.0000 2.8778 215.6336 2.7306 220.1504	210.1345
6951.0000 7.6595 120.8025 7.3773 126.1268	299.9862
6953.0000 -9.6408 338.6872 -9.8903 334.5324	168.9797
6954.0000 18.8099 316.5479 18.4739 320.7544	54.0834
6955.0000 -16.3375 96.2049 -16.6537 92.0462	58.6067
6956.0000 -11.3204 192.7680 -11.5838 188.6957	54.0834
6959.0000 4.2809 283.0955 4.0164 289.7752	507.0025
6964.0000 -13.4088 212.4917 -13.8582 206.0741	438.0621
6964.0000 -7.4029 121.4083 -7.6162 117.3795	62.0570
6964.0000 -14.2904 346.0534 -15.0979 334.8942	1767.3277
6968.0000 5.4767 230.4645 5.2961 234.4783	65.9517
6969.0000 -13.3189 6.4093 -13.6045 2.3068	109.3271
6971.0000 14.2014 196.6492 13.9096 200.7616	115.1248
6971.0000 -8.5192 346.4205 -8.7531 342.2908	167.7816
6975.0000 -12.5224 94.5956 -12.8783 89.3488	280.5338
6976.0000 13.3743 60.5063 13.0911 64.6051	156.5789
6980.0000 -13.8485 118.7425 -14.1396 114.6311	61.6483
6982.0000 -15.9518 185.0954 -16.5150 177.6358	602.1963
6987.0000 12.8674 171.2480 12.5898 175.3390	150.6802
6990.0000 14.1262 350.4236 13.8352 354.5349	110.6140
6997.0000 3.4309 148.6754 3.2167 154.7166	404.2514
6997.0000 -14.3969 150.3757 -14.7820 145.0360	286.8554
7007.0000 -11.7917 245.7596 -12.5378 234.5428	1864.3981
7009.0000 -4.2611 51.4463 -4.4235 47.4380	146.9190
7025.0000 -12.0826 220.5929 -12.4873 214.5360	388.8528
7036.0000 6.9150 297.8623 6.7117 301.8856	89.6111
7036.0000 -4.2117 190.2123 -4.2778 188.5602	53.4232
7036.0000 -5.0272 259.1266 -5.2286 254.5460	215.7536
7040.0000 13.1091 49.9548 12.7104 55.7902	355.6801
7041.0000 -6.1764 283.9380 -6.3714 279.9187	125.9100
7042.0000 9.5903 143.2462 9.4911 144.9152	53.4232
7043.0000 -6.2881 284.4038 -6.5015 280.0458	191.8157
7046.0000 -13.6484 89.5972 -14.3140 80.1962	1083.8571
